week,title,url,thunmbnail,author,summary,genre,age,company
월요일,참교육,https://comic.naver.com/webtoon/list?titleId=758037&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/758037/thumbnail/thumbnail_IMAG10_a2297504-4912-4c7e-a5a8-524d6fc77103.jpg,채용택 / 한가람,무너진 교권을 지키기 위해 교권보호국 소속 나화진의 참교육이 시작된다!<부활남> 채용택 작가 X <신석기녀> 한가람 작가의 신작!,"스토리, 액션",15세 이용가,네이버
월요일,신의 탑,https://comic.naver.com/webtoon/list?titleId=183559&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/183559/thumbnail/thumbnail_IMAG10_9a752bec-9ebd-4214-9449-28cf4defc650.jpg,SIU,자신의 모든 것이었던 소녀를 쫓아 탑에 들어온 소년그리고 그런 소년을 시험하는 탑,"스토리, 판타지",12세 이용가,네이버
월요일,뷰티풀 군바리,https://comic.naver.com/webtoon/list?titleId=648419&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/648419/thumbnail/thumbnail_IMAG10_1421195d-13be-4cde-bcf9-0c78d51c5ea3.jpg,설이 / 윤성원,여자도 군대에 간다면?'본격 여자도 군대 가는 만화!,"스토리, 드라마",15세 이용가,네이버
월요일,소녀의 세계,https://comic.naver.com/webtoon/list?titleId=654774&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/654774/thumbnail/thumbnail_IMAG10_c966c4af-f642-4531-b39b-74c284034d9e.jpg,모랑지,완벽해 보이지만 사실 외로웠던 백조들과 맘씨 착한 오리가 만나여러 갈등을 함께 겪으며 진짜 친구가 되어가는 소녀들의 찐 우정물,"스토리, 드라마",전체연령가,네이버
월요일,백수세끼,https://comic.naver.com/webtoon/list?titleId=733074&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/733074/thumbnail/thumbnail_IMAG10_0741d1f6-2bae-474b-87ae-6f1a69988808.jpg,치즈,백수 시절 내 곁을 지켜줬던 그녀... 돌아와 주면 안 되겠니?음식 메뉴마다 담겨 있는 우리들의 연애 흑역사!,"스토리, 드라마",전체연령가,네이버
월요일,팔이피플,https://comic.naver.com/webtoon/list?titleId=774863&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/774863/thumbnail/thumbnail_IMAG10_bcaea87e-33e2-4a5f-90d7-bf6bc8998e34.jpg,매미 / 희세,"<마스크걸>, <위대한 방옥숙> 매미/희세 작가의 신작!SNS에서 육아용품 파는 평범한 유부녀 박주연, 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.박주연은 김예희를 미워하는 동시에 집착하고 있는데, 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?","스토리, 드라마",15세 이용가,네이버
월요일,장씨세가 호위무사,https://comic.naver.com/webtoon/list?titleId=728750&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/728750/thumbnail/thumbnail_IMAG10_d991c7c7-8068-48ce-b03b-54d4df8c8197.jpg,조형근 / 김인호,‘당신이 부른 것이오. 나란 사람을... ’은둔고수 광휘. 호위무사 되다.웹소설 원작 웰메이드 무협 시대극!,"스토리, 액션",12세 이용가,네이버
월요일,파이게임,https://comic.naver.com/webtoon/list?titleId=749632&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/749632/thumbnail/thumbnail_IMAG10_8e2f81f2-e0c1-4e7a-8d34-ddfb10635ac5.jpg,배진수,"시간이 흐르면 돈이 쌓인다.피가 흐르면 시간이 쌓인다.과연 최후에 남을 상금과 승자는 누가 될 것인가?짜릿한 현실감과 팽팽한 긴장감, 사회에 대한 냉철한 주제의식까지 돋보이는 <머니게임>의 후속편!","스토리, 스릴러",15세 이용가,네이버
월요일,앵무살수,https://comic.naver.com/webtoon/list?titleId=739115&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/739115/thumbnail/thumbnail_IMAG10_a206c88b-0b8c-461d-b9e0-76ae8f6ee8ff.jpg,김성진,평범한 뱃사공으로 살고 있는 노소하. 하지만 그의 정체는 전설적인 구파검법의 후계자다. 이제 진시황이 남긴 비서 선근경을 향한 살수행이 시작된다.,"스토리, 판타지",15세 이용가,네이버
월요일,만렙돌파,https://comic.naver.com/webtoon/list?titleId=759940&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/759940/thumbnail/thumbnail_IMAG10_7abdbbb8-b81c-46ec-8a35-3a9730fc02fa.jpg,"성불예정,홍실 / 미노","알 수 없는 오류로 3000년간 각성 테스트에 갇힌 김기봉.그 사이 현실에선 10년이 흘렀고, 온 세상은 몬스터와 던전으로 가득차게 되었다. 만렙으로 귀환한 김기봉의 모든 것을 원래대로 돌려놓기 위한 싸움이 시작된다!","스토리, 판타지",15세 이용가,네이버
월요일,삼매경,https://comic.naver.com/webtoon/list?titleId=769317&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/769317/thumbnail/thumbnail_IMAG10_09200bd8-ea5b-465f-aa55-f51256bfe812.jpg,이원식 / 꿀찬,학력도 재력도 변변찮은 그에게 초능력이 생겼다. 하지만 남들만큼만 사는 게 꿈이었던 그가 더는 남들처럼은 살 수 없게 돼버리는데...,"스토리, 액션",15세 이용가,네이버
월요일,잔불의 기사,https://comic.naver.com/webtoon/list?titleId=768536&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/768536/thumbnail/thumbnail_IMAG10_51cf501c-79a5-48c9-957d-455931cbb0c3.jpg,환댕,"유일한 가족이자, 최고의 기사 유망주였던 쌍둥이 동생이 살해당했다.천재적이었던 동생과는 달리 무예에 재능이 전혀 없지만,동생의 복수를 위해 '강함'을 연기하기로 결심했다.약해빠진 나는 복수에 성공할 수 있을까.","스토리, 판타지",15세 이용가,네이버
월요일,요리GO,https://comic.naver.com/webtoon/list?titleId=703849&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/703849/thumbnail/thumbnail_IMAG10_097cd002-38ad-47d0-99b8-05d4b2044a9d.jpg,HO9,요리고등학교 졸업 후 산에서 수련을 마친 한별.특급 호텔 레스토랑에 인턴으로 취업하게 되지만엄하기로 소문난 호텔 주방에서 다양한 사건들에 휘말리게 되는데...과연 요리천재 한별은 이 어려움을 어떻게 헤쳐나갈 수 있을까?,"스토리, 드라마",전체연령가,네이버
월요일,말박왕,https://comic.naver.com/webtoon/list?titleId=768472&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/768472/thumbnail/thumbnail_IMAG10_07fb3ce0-1377-4f8f-a99c-7a44b2633ae7.jpg,용사,"이제부터 당신의 허리를 부러뜨릴겁니다.'겉보기엔 평범한 고등학생 한서아, 그가 다니는 하사고등학교는 학생들의 서열을 정한다.게임도, 싸움도 아닌 말뚝박기로!2020 지상최대공모전 1기 우수상 수상작","스토리, 액션",15세 이용가,네이버
월요일,더블클릭,https://comic.naver.com/webtoon/list?titleId=769663&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/769663/thumbnail/thumbnail_IMAG10_95cf0547-3483-45bd-9b7a-73c1fe9c68df.jpg,"김장훈,박수봉 / 박수봉",악명 높은 난이도를 가진 게임의 세계 랭킹 1위였던 지호.서비스 종료된 줄만 알았던 그 게임이 새롭게 돌아왔다!지호는 다시 한번 랭킹 1위를 꿈꾸며 게임 동아리에 입부한다.오랜만에 게임을 해도 살아있는 감각. 하지만 게임이 새롭게 변하면서 예상치 못한 약점이 생긴다.강한 상대를 마주할수록 열정이 끓어오르는 주인공의 프로게이머 도전기!,"스토리, 액션",전체연령가,네이버
월요일,유일무이 로맨스,https://comic.naver.com/webtoon/list?titleId=709731&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/709731/thumbnail/thumbnail_IMAG10_b26742fe-0090-40db-a52f-9d6c97f3ada5.jpg,두부,평범한 취준생 공유일의 일상에 인기절정 탑배우 탁무이와 아이돌 류민이 침범해오기 시작했다! 사심가득 탑스타♥,"스토리, 로맨스",12세 이용가,네이버
월요일,혁신적 얼간이들,https://comic.naver.com/webtoon/list?titleId=783466&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/783466/thumbnail/thumbnail_IMAG10_7615bde1-52d8-4ebe-9b27-69ecb2bfb36f.jpg,가스파드,본 컨텐츠는 충청남도의 충남혁신도시 브랜드 웹툰으로 가스파드 작가가 전하는 혁신적 얼간이들 입니다,"에피소드, 개그",전체연령가,네이버
월요일,히어로메이커,https://comic.naver.com/webtoon/list?titleId=21815&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/21815/thumbnail/thumbnail_title_21815_83x90.gif,빤쓰,왕은 영웅이 되고 싶어하는 공주의 소원을 들어주기로 전격 결심! 공주를 속이고 마치 영웅이 된 것처럼 만들기 위해 온 나라가 연극을 하게 되는데..파란만장한 그들만의 눈물겨운 영웅만들기의 대장정이 펼쳐집니다~,"옴니버스, 판타지",전체연령가,네이버
월요일,홍천기,https://comic.naver.com/webtoon/list?titleId=778748&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/778748/thumbnail/thumbnail_IMAG10_3763b4c7-58b4-4ca3-acf7-40cf8e4cc24b.jpg,정은궐 / LICO,"백유화단의 천방지축 화공 홍천기(洪天起)는 동짓날 밤, 하늘에서 떨어진 남자를 줍게 된다.이 세상 사람이 아닌 듯 고운 외모의 남자를 보며 홍천기는 그가 자신의 운명의 사람이라 믿는다.어린 시절 알 수 없는 사고에 휘말려 맹인이 된 남자 하람.온통 붉은색밖에 보이지 않는 그는 홍천기를 만난 후 자신의 눈을 둘러싼 비밀을 알게 되는데…….","스토리, 로맨스",15세 이용가,네이버
월요일,물어보는 사이,https://comic.naver.com/webtoon/list?titleId=772725&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/772725/thumbnail/thumbnail_IMAG10_e78a5124-b03d-4a2b-8295-7549b38f99cf.jpg,성은,"뱀파이어에게 물리면 건강해진다?!?두통으로 의도치 않게 비호감 연예인이 된 이채이.우연히 톱스타인 서이준이 뱀파이어이고, 그에게 물리면 한동안 건강해진다는 걸 알게 된다.물어달라 부탁하는 채이에게 이준은 계약 연애를 제안하는데...?","스토리, 로맨스",전체연령가,네이버
월요일,똑 닮은 딸,https://comic.naver.com/webtoon/list?titleId=774866&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/774866/thumbnail/thumbnail_IMAG10_0d2e042c-ce5e-4c9c-b6e1-8fc29df58af4.jpg,이담,"우리 엄마가 살인마인 것 같다.' 성적 우수, 품행 단정, 모범적인 자식인 길소명은 엄마가 요구하는 기준에 맞춰 완벽한 딸로 살아왔다.그러나 남동생이 강물에서 시체로 떠오른 그 날, 소명의 머릿속엔 섬뜩한 의혹이 피어오른다.자식의 인생에 방해되는 모든 것을 없애려는 엄마와 그녀에게서 벗어나려는 딸, 두 사람의 잔혹한 모녀 스릴러!2020 지상최대공모전 2기 우수상 수상작.","스토리, 스릴러",15세 이용가,네이버
월요일,결혼생활 그림일기,https://comic.naver.com/webtoon/list?titleId=741891&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/741891/thumbnail/thumbnail_IMAG10_0493a07d-a793-44e7-b6f8-7c2439cc61c9.jpg,은꼼지,조용할 날 없는 우당탕탕 두 짐승의 결혼생활 이야기!,"옴니버스, 일상",전체연령가,네이버
월요일,오늘의 순정망화,https://comic.naver.com/webtoon/list?titleId=716857&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/716857/thumbnail/thumbnail_IMAG10_fb5f2776-982c-4891-b844-e617a907d5c9.jpg,손하기,그마고 초엘리트집단 삼국시대 앞에 나타난 전학생 가야!가야의 마음을 얻는 건 누구?,"에피소드, 개그",전체연령가,네이버
월요일,오빠집이 비어서,https://comic.naver.com/webtoon/list?titleId=780414&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/780414/thumbnail/thumbnail_IMAG10_6028bb20-4bca-4909-be2b-cfea8f01bd26.jpg,태소영 / 이서희,"새엄마와 맞장 뜨고 집을 나온 재벌 3세 차은명.세상 딱 한 명인 친구 희영에게 신세를 질 수 없게 되자, 어쩔 수 없이 희영의 둘째 오빠가 잠시 비워둔 집에 머물게 된다.그렇게 한 달 뒤, 은명은 샤워를 하고 나오던 중 예고도 없이 집으로 돌아온 희영의 둘째 오빠를 대면하게 되고... 그런데 그 오빠의 정체가 바로바로 대한민국 탑 스타 영화배우 ‘제준영'이라고?!","스토리, 로맨스",전체연령가,네이버
월요일,신군,https://comic.naver.com/webtoon/list?titleId=783050&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/783050/thumbnail/thumbnail_IMAG10_b494dc32-a831-4b13-bd32-7ba83a41d083.jpg,규남,악마에게 모든 걸 잃고 먹이로 사육당하는 소년.이를 갈며 복수를 갈망하지만 인간의 힘은 악마에게 닿지 못했다.그때 그의 앞에 신군이 나타난다.2020 지상최대공모전 2기 장려상 수상작!,"스토리, 액션",15세 이용가,네이버
월요일,평범한 8반,https://comic.naver.com/webtoon/list?titleId=597478&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/597478/thumbnail/thumbnail_IMAG10_223dbebf-64c9-4de2-804d-0389d5c11d73.jpg,영파카,안 평범한 아이들이 모인 평범한 8반고품격 웰메이드 병맛을 느껴보세요,"스토리, 드라마",15세 이용가,네이버
월요일,꼬리잡기,https://comic.naver.com/webtoon/list?titleId=758666&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/758666/thumbnail/thumbnail_IMAG10_4f99539c-4edc-494e-b6e2-3cc5369d7913.jpg,바쉬,"건물붕괴 사고로 매몰된 9명의 대학생.2주 뒤, 3명은 사망하고 1명은 의식불명인 상태로 발견된다.가까스로 구조된 생존자 5명은 그곳에서 있었던 일을 숨기려 하는데... 생존자인 척 숨어있던 살인자에 대한 정황이 드러나기 시작한다.수사팀은 이 밀실살인 사건의 처음과 끝을 파헤치게 된다.","스토리, 스릴러",15세 이용가,네이버
월요일,이제야 연애,https://comic.naver.com/webtoon/list?titleId=780881&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/780881/thumbnail/thumbnail_IMAG10_68154972-d3c0-4caa-b754-bd0076f0ef27.jpg,서혜은 / 딘돈,"숨 막히게 가난한 삶을 살아온 자매, 주은과 혜진. 어머니의 죽음 후 둘 앞에 팔자에 없다 생각했던 ‘아버지’가 등장한다. 둘 중 하나가 대성그룹으로 들어온다면, 가난에 찌든 삶에서 구제해 주겠노라는 그의 제안에 언니 혜진이 나선다.그러나 대성그룹에 들어간 후, 3년만에 혜진은 허무하게 죽어버린다. 언니의 죽음을 막지 못한 무력감과 절망에 몸부림치던 주은.그녀에게 새로운 기회가 찾아온다. 3년 전으로 되돌아온 주은은 언니를 대신해 ‘대성그룹’의 딸이 되어 언니를 죽음으로 이끈 그 집으로 들어가는데….","스토리, 로맨스",12세 이용가,네이버
월요일,아는 여자애,https://comic.naver.com/webtoon/list?titleId=738809&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/738809/thumbnail/thumbnail_IMAG10_b405b08b-cb48-47ee-b6b7-10ecade65033.jpg,허니비,"어느날 갑자기 고등학생으로 돌아온 하영. 다시 한 번 기회가 주어진다면 첫사랑을 이룰 수 있을까?내게는 운명, 그애에겐 아는 여자애","스토리, 로맨스",전체연령가,네이버
월요일,바퀴,https://comic.naver.com/webtoon/list?titleId=778329&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/778329/thumbnail/thumbnail_IMAG10_83504df0-9303-4021-b3cf-f712d2203fd6.jpg,나우원 / 오른손,"“내 몸이 변하는 순간, 온 세상 사람들의 표적이 되었다.”신체가 점점 바퀴화 되어가는 한 남자의 생존 액션 스릴러","스토리, 스릴러",15세 이용가,네이버
월요일,꿈의 기업,https://comic.naver.com/webtoon/list?titleId=687915&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/687915/thumbnail/thumbnail_IMAG10_e03acc4a-a1ce-4ebc-a021-e3cc07af5f20.jpg,문지현,문명을 지배하는 거대기업과 거대기업을 움직이는 인공지능.그 인공지능이 꿈을 꾸기 시작했다.,"스토리, 스릴러",12세 이용가,네이버
월요일,장난감,https://comic.naver.com/webtoon/list?titleId=770656&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/770656/thumbnail/thumbnail_IMAG10_6c736096-e0a0-4fd0-bc3f-9b8a283ce273.jpg,배사과,"매일같이 술에 절어 사는 주인공 '김상재'는 일용직 노동자로 자신의 꼬인 인생에 불만이 많다. 그리고 세상에 대한 분풀이를 자신의 아이를 학대하는 방식으로 풀어낸다. 그런 그가 우연한 사건으로 부잣집 아들 '박해오'라는 꼬마와 몸이 바뀌게 되고, 지금까지와는 정반대의 인생을 살아갈 꿈에 부푼다.  하지만 해오의 집에는 또 다른 비밀이 숨겨져 있다.","스토리, 드라마",15세 이용가,네이버
월요일,"아, 쫌 참으세요 영주님!",https://comic.naver.com/webtoon/list?titleId=774703&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/774703/thumbnail/thumbnail_IMAG10_40c1ebe5-fbc4-40ff-9d9e-2655398a239c.jpg,daybook / 새우초밥,"작고 가난한 영지 ‘화이트’의 영주, 로즈.영주민들과 오순도순 잘 먹고 잘살고 싶었는데, 갑자기 이종족 이주민이 늘고 자꾸 사건에 휘말린다?! 막강 능력 영주님 ‘로즈’와 그녀를 영지에 몰래몰래 숨겨 놓고 보호하고픈 스승, ‘대마법사 이그드라실’의 유쾌 발랄 로맨스 판타지!","스토리, 로맨스",12세 이용가,네이버
월요일,황제와의 하룻밤,https://comic.naver.com/webtoon/list?titleId=758671&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/758671/thumbnail/thumbnail_IMAG10_052d1275-3145-4c1a-b7ab-af39cf8a6599.jpg,"예영, 차승현(車昇炫) / INUS","술김에 하룻밤을 보낸 남자의 정체가... 무려 황제라고?겉은 아름다운 남작 영애, 속은 풍파에 쩌든 욕쟁이 할머니 '페넬로페'.""염병, 남자가 거기서 다 거기지.""그런 그녀에게 열렬히 구애하는 직진순정파 황제 '바트'!""나는 네가 필요해.""직진 황제와 독특한 영애의 본격 발랄 로맨스 판타지!","스토리, 로맨스",전체연령가,네이버
월요일,순정말고 순종,https://comic.naver.com/webtoon/list?titleId=761461&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/761461/thumbnail/thumbnail_IMAG10_bc1bf7e1-0a45-4b65-8484-4e1683c57baa.jpg,슈안,하루에 무려 쓰리잡. 스물 다섯 지언의 일과 끝에 남는 건 갑질에 시달린 스트레스와 돼지우리같은 집구석 뿐이다. 그러다 어느날 얻게 된 인형 한 개. 이것만 있으면 대한민국의 탑 배우 남도윤을 가정부로 부려먹을 수있다...?!2017 최강자전 대상 수상작 <늑대와 빨간모자> 슈안 작가의 차기작!,"스토리, 로맨스",12세 이용가,네이버
월요일,수영만화일기,https://comic.naver.com/webtoon/list?titleId=768534&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/768534/thumbnail/thumbnail_IMAG10_aa734331-7228-4c02-9276-fbb7fcd27ef8.jpg,해오,"백수 겸 만화가지망생 해오, 저질체력에서 벗어나기 위해 수영에 도전!작심삼일이리라는 예상과는 다르게 어느새 수영에 익숙해진다.'이게 대체 어떻게 된 일이야? 나…… 수영을 사랑하게 된 걸까?'그렇게 수영을 익혀가면서 점차 몸도 마음도 성장해나가는데…….불확실한 미래를 안고 살아가지만, 해오는 오늘도 수영한다.","에피소드, 일상",전체연령가,네이버
월요일,하루의 하루,https://comic.naver.com/webtoon/list?titleId=774302&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/774302/thumbnail/thumbnail_IMAG10_30301e27-fdd2-4a62-b928-ba1bc599f91a.jpg,김이랑,"오하루는 다른 사람의 마음을 읽을 수 있는 초능력자다.얼마 전, 저주 받은 능력 때문에 첫사랑도 허무하게 깨져버리고건조한 일상을 보내고 있던 하루에게 최근 신경쓰이는 사람이 생겼다.?그 사람은 바로, 같은 과 동기인 도하루.그녀의 마음은 도무지 보이지 않는다. 이건 혹시.. 운명..?","스토리, 드라마",전체연령가,네이버
월요일,와이키키 뱀파이어,https://comic.naver.com/webtoon/list?titleId=744320&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/744320/thumbnail/thumbnail_IMAG10_9c0e1d72-04c4-4f61-871f-c68290b5d375.jpg,요니요니,고졸 검정고시를 준비 중인 야식 배달원 뱀파이어 김군. 어느 날 그는 잘못된 주소로 배달을 갔다가 그곳에서 뱀파이어로 추정되는 한 여자와 마주치게 되는데…,"스토리, 드라마",15세 이용가,네이버
월요일,영앤리치가 아니야!,https://comic.naver.com/webtoon/list?titleId=734574&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/734574/thumbnail/thumbnail_IMAG10_3826e6bf-18f7-4f56-9b15-3cc5e1b0e6ff.jpg,최삡뺩,"<공대생 너무만화> 최삡뺩 작가의 개그로맨스 신작! 모든 게 완벽한 퍼렁식품 CEO의 아들 서민준.어른들과 친구들에게는 인기 폭발이지만, 여자친구를 사귀어 본 적 없는 모태솔로다.민준은 같은 학교 여학생 새영에게 반하게 되는데, 새영의 이상형은 흙수저이지만 노력하는 사람이고, 자기보다 잘난 남자를 매우 싫어한다고?사랑을 얻기 위해 영앤리치를 숨겨야하는 민준이의 첫 연애 도전기!","스토리, 개그",전체연령가,네이버
월요일,최후의 금빛아이,https://comic.naver.com/webtoon/list?titleId=772734&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/772734/thumbnail/thumbnail_IMAG10_37fe38e8-2009-423a-8ccf-6971616c6e66.jpg,알깨 / 새몽,"언니의 생일날, 이 세계를 지배하는 신에 의해 모든 것을 잃은 소녀 록시.자신이 신들의 먹이에 불과하다는 충격적인 진실을 알게 된다.록시는 심장만 있으면 언니를 되살릴 수 있다는 말을 믿고 험난한 여행을 떠난다.그러나 곧 그녀를 뒤쫓는 자들과 감당할 수 없는 적들이 나타나는데...록시는 앞을 막아서는 그들을 물리치고 과연 언니를 되살릴 수 있을까?","스토리, 판타지",12세 이용가,네이버
월요일,야생천사 보호구역,https://comic.naver.com/webtoon/list?titleId=767919&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/767919/thumbnail/thumbnail_IMAG10_261a0e42-cb4f-41e1-afcc-43eab555530d.jpg,루시드,"천사 가브리엘은 악마들의 장난으로 동료천사 라파엘, 우리엘과 함께 인간 세상의 고양이로 변해버린다.아니 이게 어찌된 일인가! 낯선 인간 세상에서 고양이의 몸이라니!고양이가 되어버린 꽃미남 천사들과 그들의 집사가 된 소녀 은호의 세상에서 가장 무해한 로맨스! (※심장에는 유해함 주의)","스토리, 로맨스",전체연령가,네이버
월요일,사랑의 헌옷수거함,https://comic.naver.com/webtoon/list?titleId=758667&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/758667/thumbnail/thumbnail_IMAG10_1c4acfac-0d64-4177-872c-477afc640a18.jpg,고잉,"짝사랑은 이제 그만! 고잉고등학교에서 가장 핫한 소문, 헌옷수거함에 돈을 넣고 좋아하는 사람의 이름을 외치면 상대방의 마음을 알려준다는데..!연애 대신 성적과 돈에만 관심 있는 송아람은 그런 소문에 휘둘리지 않는다.그런 아람의 일상에 학교 인기남 정진우가 불쑥 들어온다. 어디로 튈지 모르는 이 자식을 어떻게 해야 좋을까?","스토리, 로맨스",전체연령가,네이버
월요일,착한건 돈이된다,https://comic.naver.com/webtoon/list?titleId=766575&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/766575/thumbnail/thumbnail_IMAG10_710d1d78-083d-41c6-ad75-7359d7e691ac.jpg,유성연,"인기도 돈도 없는 삼류 스트리머 기찬수. 어느 날, 전 국민적 관심을 받던 '대낮 유괴사건'이 해결된다. 이를 해결한 '얼굴 없는 의인'은 CCTV 속 뒷모습만 남긴 채 사라졌고, 사람들의 궁금증은 점점 커져만 가는데... 사람들이 삼류 스트리머 기찬수의 영상 속 모습과 의인의 뒷모습이 유사함을 알게 되면서, 기찬수는 하루아침에 전 국민적 영웅이 된다. 기찬수의 영웅 행세는 과연 어디까지 갈 것인가.","스토리, 드라마",전체연령가,네이버
월요일,모스크바의 여명,https://comic.naver.com/webtoon/list?titleId=772243&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/772243/thumbnail/thumbnail_IMAG10_03d8fba5-3abb-4801-ac40-f065a983a484.jpg,황장미 / 이샨오,"21세의 피아니스트 이시윤.사고로 인해 피아노를 더 이상 칠 수 없게 된 삶을 비관하다 죽음을 택했지만,알아들을 수 없는 외국어로 얘기하는 갑부 집안에서소녀 '타티아나'로 눈을 뜬다.신이 주신 기회인 걸까? 아니면 저주인 걸까?성별이 바뀐 게 뭐 대수냐! 손만 멀쩡하다면 다시 피아노를 칠 수 있어!어차피 이렇게 된 거 '타티아나'로서 못다 한 꿈을 이뤄보자!","스토리, 드라마",전체연령가,네이버
월요일,이중첩자,https://comic.naver.com/webtoon/list?titleId=752413&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/752413/thumbnail/thumbnail_IMAG10_86185923-7827-4354-9f72-a05133fbd92e.jpg,"피숙혜,하연 / 옆집찰스","전쟁으로 모든 걸 잃은 후 첩자가 된 사샤,전쟁의 일등공신, 천사의 얼굴을 한 악마 장교 요한에게 발각되는데…!적국에 사로잡힌 첩자, 이중첩자가 되다!","스토리, 드라마",15세 이용가,네이버
월요일,"선배, 그 립스틱 바르지 마요",https://comic.naver.com/webtoon/list?titleId=762237&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/762237/thumbnail/thumbnail_IMAG10_55ccac22-dba5-4d20-8ad0-fb7610fe8ea8.jpg,까페라떼 / JINHA,"좋아하는 직장선배의 애인이 다른 여자와 결혼한다고?복수를 제안하며 다가오는 완벽남의 설렘 100% 로맨틱 어택! 화장품 회사를 배경으로 잘생김, 섹시함, 진지함을 갖춘 직진남 후배와연하는 남자로 안 본다는 직선녀 선배두 사람의 밀당 & 설렘 로맨스","스토리, 로맨스",전체연령가,네이버
월요일,왕따협상,https://comic.naver.com/webtoon/list?titleId=752350&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/752350/thumbnail/thumbnail_IMAG10_337ea019-5c3f-403e-a112-9244c8116c0e.jpg,아이아리,일진의 괴롭힘과 어머니의 집착으로 하루하루 지옥 같은 나날들.왕따 주민성은 최악의 인생에서 벗어나기 위한 협상을 시작한다.,"스토리, 드라마",15세 이용가,네이버
월요일,원하는 건 너 하나,https://comic.naver.com/webtoon/list?titleId=752530&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/752530/thumbnail/thumbnail_IMAG10_5482b0b9-e708-4047-885a-9c015a6faa3d.jpg,"달콤J,박성실 / sage",대기업 경영권을 물려받으려면 5년 전 자신을 떠난 은율과 결혼해 1년 이상 살아야 한다는 할아버지의 유언.배신의 상처가 아직 크지만 어쩔 수 없이 5살 아이를 홀로 키우고 있는 은율과 어색한 동거를 시작하게 된다.,"스토리, 로맨스",12세 이용가,네이버
월요일,"또다시, 계약 부부",https://comic.naver.com/webtoon/list?titleId=774040&weekday=mon,https://shared-comic.pstatic.net/thumb/webtoon/774040/thumbnail/thumbnail_IMAG10_7cb6588b-7a7b-41cc-9275-3a2e65bd593d.jpg,"설우희,제제 / 제제","서로에게 강한 이끌림을 느꼈던 건하와 서연, 하지만 전혀 다른 삶을 살아왔던 두 남녀는 짧은 결혼 생활을 마치고 결국 이혼을 선택한다. 5년 뒤, 건하는 서연에게 또 한 번 '계약 부부'를 제안한다.  ""나와 다시 부부가 되어줘야겠어. 이번엔 꽤 사이좋은 부부로 말이야.""","스토리, 로맨스",전체연령가,네이버
