id,제목,URL,Thumbnail,작가,스토리,장르,연령대
780984,엑스트라 데이즈,https://comic.naver.com/webtoon/list?titleId=780984,https://shared-comic.pstatic.net/thumb/webtoon/780984/thumbnail/thumbnail_IMAG10_59b0aaa5-0153-4e9f-b34f-1c860b46d347.jpg,아니영,가장 완벽한 가족을 만들어주는 회사 맥코이에서 일하는 하라는 친부모님을 찾고있다.,"스토리, 드라마",전체이용가
749456,웰캄투실버라이프,https://comic.naver.com/webtoon/list?titleId=749456,https://shared-comic.pstatic.net/thumb/webtoon/749456/thumbnail/thumbnail_IMAG10_daad9f61-f0d2-4043-aad0-0161a8003745.jpg,솔녀,"보고만 있어도 힐링되는 할아버지, 할머니와의 일상! 라떼는 말이야~ 금지!! 황혼 청춘의 본격 소통 이야기","에피소드, 일상",전체연령가
733079,원수를 사랑하라,https://comic.naver.com/webtoon/list?titleId=733079,https://shared-comic.pstatic.net/thumb/webtoon/733079/thumbnail/thumbnail_IMAG10_d07acf94-3c55-4930-8968-f364af58ad06.jpg,정윤 / 태건,"고생 끝, 인생 리셋!.... 도 못했는데 과거를 들키다?!늦깎이 대학생 배연희의 고군분투 캠퍼스 로맨스!","스토리, 로맨스",전체연령가
780857,우투리,https://comic.naver.com/webtoon/list?titleId=780857,https://shared-comic.pstatic.net/thumb/webtoon/780857/thumbnail/thumbnail_IMAG10_c46bb7c6-224a-48ce-b1a8-dd98bc95a4b5.jpg,이재헌 / 임재원,"유성이 떨어졌다. 일곱 명의 날개 달린 아이가 태어났으며, 이 영웅들 중 하나가 이 나라의 왕이 될 것이다.그리고 단 한 명, 날개를 뜯기지 않은 아이가 있었다.","스토리, 판타지",전체이용가
780983,롭플롭,https://comic.naver.com/webtoon/list?titleId=780983,https://shared-comic.pstatic.net/thumb/webtoon/780983/thumbnail/thumbnail_IMAG10_804a5d97-b8d0-4dad-97d8-e9efbbad96a3.jpg,CTK,"어느 날 지하철에서 특이한 사람을 발견한 펠릭스는 2년만에 다시 붓을 들게 되고, 그의 룸메이트인 해리는 그런 그를 관찰하기 시작한다. 해리의 극단적 행동은 모른 채, 펠릭스는 모든 일이 잘 풀려가는 것 같은데…","스토리, 드라마",전체이용가
776541,약초마을 연쇄살초사건,https://comic.naver.com/webtoon/list?titleId=776541,https://shared-comic.pstatic.net/thumb/webtoon/776541/thumbnail/thumbnail_IMAG10_3333dfa2-dcf8-4d40-a48c-50ddfe703d26.jpg,박지독,평화롭던 약초마을에 연쇄 약초 살해 사건이 벌어진다.살해당한 약초들의 공통점은 모두 뿌리가 잘려있다는 것.이 수상한 사건의 범인은 약초일까?아니면 소문대로 귀신의 소행일까?이 사건을 취재하던 마기자에게 의문의 편지 한 통이 도착하는데...,"스토리, 스릴러",15세 이용가
755674,AI가 세상을 지배한다면,https://comic.naver.com/webtoon/list?titleId=755674,https://shared-comic.pstatic.net/thumb/webtoon/755674/thumbnail/thumbnail_IMAG10_652574d2-7cf3-4b69-89bf-f32cf74d13c6.jpg,POGO / HOOPA,"한국은 최첨단 AI 개발에 성공한다. 그 후 100년, 세상은 AI를 지도자로 맞이한다. 기술 발전의 특이점이 온 세상. 삭막하고도, 기괴한 풍경을 그린 SF 옴니버스.","옴니버스, 판타지",12세 이용가
655749,닥터 프로스트 시즌 3~4,https://comic.naver.com/webtoon/list?titleId=655749,https://shared-comic.pstatic.net/thumb/webtoon/655749/thumbnail/thumbnail_IMAG10_706e422b-6fd5-4a77-a501-cbc1da21bf09.jpg,이종범,세상으로부터의 무력감. 엄습하는 두려움. 또다시 덧씌운 분노.끝없는 혐오의 고리로 만들어진 지옥도가 펼쳐진 대한민국.닥터프로스트와 그의 제자 윤성아가 거대한 음모를 막아선다.,"스토리, 드라마",15세 이용가
751625,수상한 비밀상담부,https://comic.naver.com/webtoon/list?titleId=751625,https://shared-comic.pstatic.net/thumb/webtoon/751625/thumbnail/thumbnail_IMAG10_3466277a-22d5-4971-a87d-27c2ce442229.jpg,149,"태희는 같은 반 해원이 자꾸만 자기를 쳐다보는 게 신경 쓰인다.쳐다보는 이유를 알기 위해 방과후 해원을 쫓아가는데…골목길에서 해원이 웬 남자애랑 지금 뭐 하는 거지?!충격과 혼란이 가득한 태희에게 해원이 건넨 말, ""야, 네 뒤에 귀신 붙었다.""귀신 찾는 놈, 김찬!귀신 잡는 놈, 최민우!귀신 같은 놈, 김해원!귀신 꼬이는 놈, 한태희!개성 강한 네 사람의 우당탕탕 오컬트 청춘 성장 드라마!!","에피소드, 스릴러",12세 이용가
778741,나라 구한 전생,https://comic.naver.com/webtoon/list?titleId=778741,https://shared-comic.pstatic.net/thumb/webtoon/778741/thumbnail/thumbnail_IMAG10_cd74c2d1-4a70-4bc0-bb97-c8cb082b0a82.jpg,양키풀,"아버지의 빚 문제로 폐공장에 납치되어 있던 한자인은 재수 좋은 남자 천운조의 등장으로 무사히 풀려나게 된다. 며칠 후, 새 학기가 시작되고 신입생 한자인은 자신의 학교에서 천운조와 그의 친구들을 만나게 된다. 자신들을 전생에 나라를 구한 영웅이라고 소개하는 천운조와 친구들, 그들의 특별한 능력을 눈으로 볼 수 있는 한자인, 그리고 한자인을 노리는 수수께끼의 인물까지. 전생을 기억하는 능력자들과 그 중심에 있는 한자인, 그들에게 과연 어떤 운명이 기다리고 있을까?","스토리, 드라마",전체이용가
728015,모죠의 일지,https://comic.naver.com/webtoon/list?titleId=728015,https://shared-comic.pstatic.net/thumb/webtoon/728015/thumbnail/thumbnail_IMAG10_f31cda1b-72fa-409e-b1ab-9c4a4e212696.jpg,모죠,소신있는 취향과 내성적인 성향.훌륭한 집순이 모죠의 은밀한 비밀들,"에피소드, 개그",전체연령가
736274,밤하늘에 구름운,https://comic.naver.com/webtoon/list?titleId=736274,https://shared-comic.pstatic.net/thumb/webtoon/736274/thumbnail/thumbnail_IMAG10_d1ab3c65-38aa-45a9-978b-fec6693e5c1c.jpg,견지 / 그리온,"망겜 <검풍 온라인>의 NPC 초낙운, 서윤의 평범했던 일상에 등장!?NPC와의 좌충우돌 로맨스지상최대공모전 1기 우수상 수상 작품","스토리, 로맨스",전체연령가
715935,롤랑롤랑,https://comic.naver.com/webtoon/list?titleId=715935,https://shared-comic.pstatic.net/thumb/webtoon/715935/thumbnail/thumbnail_IMAG10_9b592a70-da0a-4637-8824-0444f9083247.jpg,자유,코기 왕자 롤랑과 마녀 루이사의 모험 이야기.베일에 숨겨져 있던 대사제의 과거와 교단의 비밀이 드디어 밝혀지는데...,"스토리, 판타지",전체연령가
779644,샹치,https://comic.naver.com/webtoon/list?titleId=779644,https://shared-comic.pstatic.net/thumb/webtoon/779644/thumbnail/thumbnail_IMAG10_5a73715d-1b62-4166-b045-0c4cdf7431cc.jpg,진 루엔 양 / 다이크 루언,"지도자 젱 주의 죽음 이후 모습을 드러내지 않았던 사악한 고대 비밀 집단.하지만 힘의 균형을 맞추기 위해 그 후계자가 정해졌으니,바로 젱 주의 아들… 샹치다! 평탄치 않은 가족 재결합을 통해 샹치는자신에게 있는지도 몰랐던 형제자매의 존재를 알게 되는데,과연 믿어야 하는 이는 누구이며 그를 죽이려는 자는 누구인가?샹치는 목숨을 걸고 힘겹게 진실에 다가설 것이다.그런데 샹치를 구할 수 있는 사람이… 아버지라니? 그자는 죽은 것 아니었던가?!","스토리, 액션",12세 이용가
746535,언메이크,https://comic.naver.com/webtoon/list?titleId=746535,https://shared-comic.pstatic.net/thumb/webtoon/746535/thumbnail/thumbnail_IMAG10_f4602b05-cd1a-447d-9c6e-013ebe1ab4af.jpg,박화랑,"멀지 않은 미래, 미세먼지 폭풍으로 인류는 맑은 공기를 잃었다.목에 이식하는 기생 필터의 개발로 위기를 극복했다고 생각했지만,기생 필터가 변이를 일으키며 세상은 다시 한번 위기에 빠지는데...","스토리, 판타지",15세 이용가
778740,산신의 주인입니다,https://comic.naver.com/webtoon/list?titleId=778740,https://shared-comic.pstatic.net/thumb/webtoon/778740/thumbnail/thumbnail_IMAG10_ffee8b93-b8bd-4804-a313-edd79de756cb.jpg,뇽,"요괴의 저주를 받아 심장을 잃은 산신이1000년의 근신생활 끝에 자신의 심장을 찾아 인간세상으로 나오면서 벌어지는 시끌벅적 코믹 로맨스판타지 ""심장아, 나 너 찾고있냐...?""","스토리, 로맨스",전체이용가
727476,구름이 피워낸 꽃,https://comic.naver.com/webtoon/list?titleId=727476,https://shared-comic.pstatic.net/thumb/webtoon/727476/thumbnail/thumbnail_IMAG10_06e0ab0b-ab95-461e-887c-318b5e876f68.jpg,비온후,이름뿐인 왕녀에서 진정한 왕녀로!아름다운 연꽃 아래 가려진 궁중 로맨스,"스토리, 로맨스",전체연령가
762071,욕망일기,https://comic.naver.com/webtoon/list?titleId=762071,https://shared-comic.pstatic.net/thumb/webtoon/762071/thumbnail/thumbnail_IMAG10_678df15d-10da-4118-a778-cd17f0ca4667.jpg,김주인 / 박태준 만화회사,"[단편 옴니버스] <외모지상주의> <인생존망> <싸움독학>의 뒤를 이은 박태준 작가가 참여한 신작! 인간이라면 누구나 가질 법한 욕망, 그리고 그 끝은 과연 행복일까, 파멸일까...그가 그리는 새로운 세계로 빠져들어가보자","옴니버스, 스릴러",15세 이용가
778153,유미의 세포들 외전 : 프로 직장인,https://comic.naver.com/webtoon/list?titleId=778153,https://shared-comic.pstatic.net/thumb/webtoon/778153/thumbnail/thumbnail_IMAG10_79771f0c-2c67-45af-91d3-748eb57aa70d.jpg,이동건,"<유미의 세포들> 드라마화 기념 특별외전. ‘대한국수’ 회사원 시절 유미의 숨겨진 이야기!직장인 스킬을 자유자재로 사용하며 살아남는 업무력 만렙 김유미.어느 날 나타난 한 신입사원 앞에서는 이상하게 스킬이 발동되지 않는다.전남친과 이름이 똑같은 그 남자, 우기.","스토리, 로맨스",전체연령가
740487,신비,https://comic.naver.com/webtoon/list?titleId=740487,https://shared-comic.pstatic.net/thumb/webtoon/740487/thumbnail/thumbnail_IMAG10_953f1353-c4c0-4821-a716-d8bc4c9febfe.jpg,반지,긴 잠에서 깨어난 미지의 생명체 신비와 그녀를 사랑하게 된 가람의 사랑 이야기 '나의 뮤즈가 되어 줄래?',"스토리, 로맨스",12세 이용가
778739,하울링,https://comic.naver.com/webtoon/list?titleId=778739,https://shared-comic.pstatic.net/thumb/webtoon/778739/thumbnail/thumbnail_IMAG10_43c58207-6d75-40a5-9cc6-74d9a9589f0c.jpg,현재권 / 유노,"잔혹한 살인자의 어두운 마음이, 맹수의 울부짖음처럼 들려왔어요. 그리고… 악마가 깨어나고 말았습니다.처참하게 살해되는 미녀들, 범인을 잡기 위해 결성된 검경 합동수사팀. 지쳐가던 수사팀 앞에 '능력'을 가진 남자가 나타난다.","스토리, 스릴러",전체이용가
746835,구주의 시간,https://comic.naver.com/webtoon/list?titleId=746835,https://shared-comic.pstatic.net/thumb/webtoon/746835/thumbnail/thumbnail_IMAG10_2b12f26d-69c5-4fb8-9225-4bfc51c4cf12.jpg,송극장,"동생이 죽었다. 장례식이 끝난 뒤, 동생이 비밀 커뮤니티 어플을 통해 몰래 사람들을 만나고 다닌 기록을 발견한다. 어플 안의 모두가 용의자다.","스토리, 드라마",15세 이용가
774087,도깨비 고개,https://comic.naver.com/webtoon/list?titleId=774087,https://shared-comic.pstatic.net/thumb/webtoon/774087/thumbnail/thumbnail_IMAG10_65221ec0-f6cf-4b5d-8f34-1dce17a4dd9d.jpg,이뫄,"낙엽 사이의 붉은 보석과 여름 햇살로 사라진 친구.꽃봉오리 속 비밀을 숨긴 이와 첫눈을 기다리던 남자.이들이 원하는 건 나일까, 나를 죽이는 것일까.뒤섞인 계절들로 이어지는 네 가지의 단편 이야기.","옴니버스, 판타지",12세 이용가
765471,환상의 용,https://comic.naver.com/webtoon/list?titleId=765471,https://shared-comic.pstatic.net/thumb/webtoon/765471/thumbnail/thumbnail_IMAG10_0faef97c-ebe0-4d75-abe7-a56ede4079f5.jpg,꼬마비,어느 대학 만화전공 교수로 재직 중인 나에겐 어린 시절 잊을 수 없는 친구가 한 명 있다. 그의 이름은 바로 용이. 여러면에서 또래와 남달랐던 친구 용이를 기억하면 할수록 그의 존재가 신비롭게 느껴져나는 용이를 백방으로 찾아보지만 궁금증을 더할 경이로운 이야기만 추가로 전해져 올 뿐이다.,"에피소드, 드라마",전체연령가
752531,완벽한 가족,https://comic.naver.com/webtoon/list?titleId=752531,https://shared-comic.pstatic.net/thumb/webtoon/752531/thumbnail/thumbnail_IMAG10_c96f3a6c-d4ae-4580-8577-6708284d44cb.jpg,냥빠 / 주은,"누가 봐도 행복하고 완벽한 선희네 가족.어느 날, 선희는 친구 경호를 죽였다는 고백을 하지만엄마의 반응이 뭔가 이상하다.","스토리, 스릴러",15세 이용가
775721,블랙 위도우,https://comic.naver.com/webtoon/list?titleId=775721,https://shared-comic.pstatic.net/thumb/webtoon/775721/thumbnail/thumbnail_IMAG10_02769750-0e08-426d-a75e-8a82000a348a.jpg,마크 웨이드 / 크리스 샘니,"MCU 페이즈4의 시작, 강렬한 액션을 원작으로!전직 KGB 킬러, S.H.I.E.L.D. 요원, 어벤저스 멤버였던 나타샤 로마노프.과거에 남긴 발자국이 그녀를 찾아온다.‘울보 사자’라 불리는 악당이 텔레파시 능력을 이용해 블랙 위도우를 협박하고,암살자 양성 기관 레드 룸 잔당은 새로운 학교를 설립해 또 다른 소녀들을 훈련시키고 있었다.위도우는 허락할 수 없다…. 자신과 같은 운명의 소녀들이 세상에 또 만들어지는 것을!","스토리, 액션",12세 이용가
778737,XXX,https://comic.naver.com/webtoon/list?titleId=778737,https://shared-comic.pstatic.net/thumb/webtoon/778737/thumbnail/thumbnail_IMAG10_96e0cea3-2420-4740-a4a0-6850f05a26ba.jpg,투먼,"괴현상으로 무너지는 세계, 그리고 세 남녀.  정신을 차려보니 어두운 지하실에 묶여있는 남자, 대부분의 기억을 잃었지만 머릿속에 누군가를 만나야 한다는 생각만은 또렷하다. 그 앞에 나타난 피 묻은 도끼를 든 여자, 광기로 가득 찬 여자는 남자가 자신을 기억해 내기를 바란다. 한편, 어디선가 나타난 금발의 여자, 여자는 두 남녀에 대해 이미 모든 것을 알고 있는데….","스토리, 스릴러",전체이용가
602910,윈드브레이커,https://comic.naver.com/webtoon/list?titleId=602910,https://shared-comic.pstatic.net/thumb/webtoon/602910/thumbnail/thumbnail_IMAG10_8914c548-d69d-45d6-8008-bbc129e637c2.jpg,조용석,혼자서 자전거를 즐겨타던 모범생 조자현.원치 않게 자전거 크루의 일에 자꾸 휘말리게 되는데...자유를 꿈꾸는 청춘들의 스트릿라이딩 드라마!,"스토리, 스포츠",12세 이용가
745409,소녀 해미,https://comic.naver.com/webtoon/list?titleId=745409,https://shared-comic.pstatic.net/thumb/webtoon/745409/thumbnail/thumbnail_IMAG10_3757e849-e5f9-47eb-8d22-2c29524c10df.jpg,이현우,"""난 당신을 지옥으로 보낼거야"" 복수를 꿈꾸는 소녀 해미. 그녀는 천재적인 머리를 활용하여 재벌가 손녀딸로 신분 세탁을 하는데...","스토리, 스릴러",15세 이용가
749054,동네몬스터,https://comic.naver.com/webtoon/list?titleId=749054,https://shared-comic.pstatic.net/thumb/webtoon/749054/thumbnail/thumbnail_IMAG10_e1114f99-0365-4470-9d99-43312da51b7c.jpg,이현민 / 이세형,화려한 과거의 아저씨X정의의 고등학생두 명의 몬스터가 동네의 평화를 지킨다!,"스토리, 액션",15세 이용가
776763,EVE,https://comic.naver.com/webtoon/list?titleId=776763,https://shared-comic.pstatic.net/thumb/webtoon/776763/thumbnail/thumbnail_IMAG10_1d80d086-b87f-4a02-a7dc-f3a3e7119790.jpg,은유 / 콩자,"극대화된 오감을 시험 봐서 등수대로 등에 번호가 매겨지는 'EVE'.이곳에서 1번부터 7번까지의 등번호를 지닌 아이들은 '클래시'라는 그룹으로 특별대우를 받으며, 최종 클래시 시험에서 클래시가 되지 못한 아이들은 모두 죽는다.클래시는 무엇을 위해 존재하며 클래시가 된 7명의 아이에겐 어떤 운명이 기다리고 있을까.","스토리, 판타지",전체이용가
730174,칼가는 소녀,https://comic.naver.com/webtoon/list?titleId=730174,https://shared-comic.pstatic.net/thumb/webtoon/730174/thumbnail/thumbnail_IMAG10_df034319-e76a-42d5-a3dd-5412c67f29d4.jpg,오리,치사율 100%의 인싸 희귀병 소녀 '사랑'누구보다 차분하고 두려움 없는 같은 반 소녀 '은조'두 소녀가 가슴 속 칼을 품고 세상을 향한 복수를 꿈꾼다.네이버웹툰 최강자전 18년 대표작.,"에피소드, 드라마",12세 이용가
742782,함부로 대해줘,https://comic.naver.com/webtoon/list?titleId=742782,https://shared-comic.pstatic.net/thumb/webtoon/742782/thumbnail/thumbnail_IMAG10_ecd43041-f543-4da3-96e7-42bb02ed9210.jpg,선우,지금도 조선시대는 이어지고 있다?!성산마을에서 온 철벽남 제자 신윤복과 저돌적인 직진녀 스승 김홍도의 본격 디펜스 로맨스.,"스토리, 로맨스",전체연령가
724274,먹이,https://comic.naver.com/webtoon/list?titleId=724274,https://shared-comic.pstatic.net/thumb/webtoon/724274/thumbnail/thumbnail_IMAG10_5bc5667d-0774-4c1c-a262-b99880896681.jpg,외눈박이 / 박수봉,‘불길한 것들이 현실로 넘어오기 시작했다’ 귀신을 보는 아이들과 그들이 겪는 악몽 같은 이야기들.,"옴니버스, 스릴러",15세 이용가
736281,럭키언럭키,https://comic.naver.com/webtoon/list?titleId=736281,https://shared-comic.pstatic.net/thumb/webtoon/736281/thumbnail/thumbnail_IMAG10_713c672a-2b8d-453f-b1aa-7d3ca9df5162.jpg,가천가,"평범하게 살아왔던 안녹희, 알고보니 행운 초능력자였다?!어쩌다보니 초능력학교 전교 1등까지 해버리고...다시 평범해지고픈 안녹희의 고군분투 고교생활","스토리, 판타지",전체연령가
719508,헬58,https://comic.naver.com/webtoon/list?titleId=719508,https://shared-comic.pstatic.net/thumb/webtoon/719508/thumbnail/thumbnail_IMAG10_7588cd34-ae5d-4b49-aeb7-21404d7503ef.jpg,장성준,"약육강식의 섬 헬58에서 벌어지는 권력다툼과 암투, 배신. 주인공 서민은 이 지옥같은 섬에서 과연 희망을 찾고 탈출할 수 있을까?","스토리, 액션",18세 이용가
776302,국왕과 성기사의 약탈혼,https://comic.naver.com/webtoon/list?titleId=776302,https://shared-comic.pstatic.net/thumb/webtoon/776302/thumbnail/thumbnail_IMAG10_39681040-ebff-4232-8a2f-6032a624a3df.jpg,이린비 / 박지은,"“그래, 왕이 되었지. 가지고 싶은 건 다 빼앗아 가지려고.”왕위를 찬탈하고 주변국을 점령하기 시작한 전쟁 군주, 블러디 칼리오페.고결하기로 이름난 성기사 이제키엘은전쟁을 막기 위해 인접국 알펜시아드로 향한다.그의 임무는 국왕의 요구를 따르고 전쟁을 피하는 것이었지만,왕궁에 도착한 그를 기다린 것은 국왕과의 외교가 아닌 약탈혼이었는데…….잔혹한 왕 칼리오페와 성기사 이제키엘.억지로 시작된 이들의 관계는 사랑으로 발전할 수 있을까?","스토리, 로맨스",전체이용가
753975,내게 필요한 NO맨스,https://comic.naver.com/webtoon/list?titleId=753975,https://shared-comic.pstatic.net/thumb/webtoon/753975/thumbnail/thumbnail_IMAG10_b55c1caa-1076-4aad-ab31-066c039ac9af.jpg,마그네슘,베프의 결혼식에서 나 혼자 솔로임을 알게 된 아연.아연은 혼자 남을 두려움에 신을 원망한다.그리고 갑자기 엄청난 남자들과 엮이기 시작하는데..?2019 지상 최대 공모전 3기 장려상 수상작!,"스토리, 로맨스",전체연령가
761592,친구의 비밀계정,https://comic.naver.com/webtoon/list?titleId=761592,https://shared-comic.pstatic.net/thumb/webtoon/761592/thumbnail/thumbnail_IMAG10_ebaf9c0f-11ab-4fca-8186-784657ceb7a3.jpg,남방과일차 / 오제이,"랜선친구 '공주'가 죽었다. 죽음의 비밀을 풀 수 있는 건 3년간 공주와 대화한 '혜경' 뿐! 폰 안의 대화 기록으로 그녀의 죽음을 쫓아야 한다. ""공주를 죽인 건 누구인가""","스토리, 드라마",12세 이용가
752402,성경의 역사,https://comic.naver.com/webtoon/list?titleId=752402,https://shared-comic.pstatic.net/thumb/webtoon/752402/thumbnail/thumbnail_IMAG10_1970dd16-de63-45cc-a1d8-c79e7bb5d2f2.jpg,최경민 / 영모,"모두에게 사랑 받기에 모두가 증오하는 그녀, ‘성경’.원치않는 애정과 증오속에 성경의 대학 생활은 꼬여만 간다. “사랑해, 성경아.""","스토리, 드라마",15세 이용가
764022,거래,https://comic.naver.com/webtoon/list?titleId=764022,https://shared-comic.pstatic.net/thumb/webtoon/764022/thumbnail/thumbnail_IMAG10_0e26962e-2e11-4649-9a3a-faa1741a0ff4.jpg,우남20,"고등학교 동창인 준성, 재효, 민우는 오랜만에 만나 술자리를 가진다.얼마 후, 술에 취해 영 정신을 못차리는 민우를 재효의 자취방에서 재우다가 민우의 핸드폰으로 걸려 온 한 통의 전화를 받게된다. 그 후, 얼떨결에 민우의 납치범 행세를 하게된 재효와 준성!그들은 과연 무사히 몸값을 받아낼 수 있을까?","스토리, 스릴러",15세 이용가
710760,이츠마인,https://comic.naver.com/webtoon/list?titleId=710760,https://shared-comic.pstatic.net/thumb/webtoon/710760/thumbnail/thumbnail_IMAG10_0f9651ee-18f9-4fbb-bdf7-cded844fcb6d.jpg,럭스,"""어떻게 해야 널 지킬 수 있을까, 다정아?"" 10년 뒤 다정이가 죽는다는 메시지를 본 요한, 과연 그는 그녀를 지켜낼 수 있을 것인가.","스토리, 스릴러",15세 이용가
776301,이세계 세입자들,https://comic.naver.com/webtoon/list?titleId=776301,https://shared-comic.pstatic.net/thumb/webtoon/776301/thumbnail/thumbnail_IMAG10_f14c0560-397e-42e8-b518-0595c1c8cda0.jpg,kiki / 이음,"구두 제작 회사 '킬 빌'의 디자이너 해서는 승진을 위해 강 팀장이 다닌다는 요양원 봉사활동에 참여하게 된다.봉사 활동 당일, 해서는 깊은 산속을 헤매다가 지나치게 화려한 요양원에 들어선다.까탈스러운 할아버지들의 요구에도 굴하지 않고 봉사 활동을 이어가던 중해서는 자신의 손자들을 소개해 주겠다는 한 할아버지의 말을 가볍게 흘려듣고는 집으로 돌아온 게 되는데…그날 이후 해서 앞에 쉴 틈 없이 화려한 남자들이 계속해서 나타나기 시작한다.이 세계를 구하기 위해 찾아온 황자들과 그저 평범하게 살고 싶은 해서의 동거가 시작된다!","스토리, 로맨스",전체이용가
730466,구독금지,https://comic.naver.com/webtoon/list?titleId=730466,https://shared-comic.pstatic.net/thumb/webtoon/730466/thumbnail/thumbnail_IMAG10_9a910bcc-598d-41a6-bba0-739db6ecc322.jpg,김이연,친구들과 만든 미스터리 호러 채널에 범죄자가 접속했다. 채널은 그야말로 대박이 나는데... 물 들어올 때 노 저어 말아?! 숨 막히는 생방송 스릴러!​,"스토리, 스릴러",15세 이용가
318995,갓 오브 하이스쿨,https://comic.naver.com/webtoon/list?titleId=318995,https://shared-comic.pstatic.net/thumb/webtoon/318995/thumbnail/title_thumbnail_20110407182655_t83x90.jpg,박용제,"전국, 전세계 고등학생 중 가장 쎈 녀석을 뽑는 대회가 열린다.허구 100% 막장 액션의 끝!! 기대하시라!!!","스토리, 판타지",12세 이용가
761102,바른탕진 프로젝트,https://comic.naver.com/webtoon/list?titleId=761102,https://shared-comic.pstatic.net/thumb/webtoon/761102/thumbnail/thumbnail_IMAG10_a1ff5ded-1d8c-4131-afe0-7d5de71261f5.jpg,점삼,"10년 전 실종된 아버지로부터 현금 10억을 받은 나영. 출처모를 거금은 굴러들어온 복이라기보단 골칫덩이인데... 그리고 이 돈을 노리는 바람난 남편과 망할 인간들!!  한 푼도 못줘! 이 돈은 내가 혼자 다 쓴다!하지만 평생을 일에 바치며 워커홀릭으로 살아온 나영에게 회사 밖의 일은 모든게 어렵기만 하고 지름신의 화신, 이 시대 최후의 욜로 부하직원 도준희 24세는 나영의 10억 탕진 프로젝트를 돕겠다고 발벗고 나서게 되는데...","에피소드, 드라마",전체연령가
776300,나의 스마트보이,https://comic.naver.com/webtoon/list?titleId=776300,https://shared-comic.pstatic.net/thumb/webtoon/776300/thumbnail/thumbnail_IMAG10_8a0f1ec6-eb01-4c09-a56e-f668a8410419.jpg,긴유,"""내 스마트폰이 사람으로 변해버렸다?"" 대학교 새내기인 나리가 돌연 사람으로 변해버린 자신의 스마트폰, 우주를 만나며 겪게 되는 좌충우돌 캠퍼스 로맨스.","스토리, 로맨스",전체이용가
776306,위치헌트 (Witch Hunt),https://comic.naver.com/webtoon/list?titleId=776306,https://shared-comic.pstatic.net/thumb/webtoon/776306/thumbnail/thumbnail_IMAG10_aa88262c-62b8-4c37-a825-a2b3912f75bd.jpg,은성 / 마른인간,짙은 안개로 뒤덮힌 세계. 창궐하는 마녀들은 왕도의 심각한 위협이 되었고 왕은 마녀와의 전쟁에서 승리하기위해 병사가 아닌 마녀만을 잡는 전문 사냥꾼을 만들어낸다. 하지만 마녀사냥꾼들의 분투에도 무색하게 마녀들의 세력은 점점 왕도에 가까워지고 있는데….,"스토리, 스릴러",18세 이용가
752414,리턴 투 플레이어,https://comic.naver.com/webtoon/list?titleId=752414,https://shared-comic.pstatic.net/thumb/webtoon/752414/thumbnail/thumbnail_IMAG10_edfdf4b2-914c-4864-8966-7b65d52994e9.jpg,"인덱스,엄키 / 세혼","어느 날, 게임이 되어버린 세상.갑자기 나타난 몬스터들이 사람들을 죽이고, 사람들은 플레이어가 되어  퀘스트를 달성해야 한다!인류의 종말에서 회귀한 2회차 플레이어, 김세한.그는 과연 세상을 이렇게 만든 '시스템'을 쳐부술 수 있을까!","스토리, 판타지",15세 이용가
758663,두근두근 연극부,https://comic.naver.com/webtoon/list?titleId=758663,https://shared-comic.pstatic.net/thumb/webtoon/758663/thumbnail/thumbnail_IMAG10_e92c24f6-cc1a-436b-9645-728ccfa3408b.jpg,김태경,"<결계녀> 김태경 작가 신작. 전학생 김승민, 여자친구를 사귀기 위해 예쁜 애들이 많은 연극부로 직행한다. 그 연극부는 수많은 남학생들이 부원들의 미모에 속아서 들어왔다가 버티지 못하고 탈퇴해서 인원이 딱 1명 모자랐는데..! ""우리 연극부에 들어올래? 1년간 연극부에서 버티면 부원들 중 누군가가 여친이 되어줄게♡""","스토리, 로맨스",12세 이용가
739292,두번째 생일,https://comic.naver.com/webtoon/list?titleId=739292,https://shared-comic.pstatic.net/thumb/webtoon/739292/thumbnail/thumbnail_IMAG10_d07c8396-80ec-4f39-903a-8b42b8ca2ce4.jpg,스프링,열여덟 번째 생일 날. 차마 기억하고 싶지 않은 '그것'이 찾아왔다.,"스토리, 스릴러",15세 이용가
762778,언플래시레슨,https://comic.naver.com/webtoon/list?titleId=762778,https://shared-comic.pstatic.net/thumb/webtoon/762778/thumbnail/thumbnail_IMAG10_1e555641-677b-43f9-962e-7db9b5a692f9.jpg,현,"하라는 의문의 사고로 사회와 단절된 채 치료하며 지냈다.17살이 되던 해, 처음으로 자신이 원하던 학교에 입학하기 위한 준비를 마쳤다.입학 당일, 양부 김철수에 의해 초능력 학교, 특별 능력 고등학교 특별반 1학년 0반에 강제로 입학하게 된다.초능력을 쓸 수 없는 하라는 평범하지 않은 1학년 0반 친구들과 얽히게 되면서 학교에 적응하기 위해 자신만의 방법으로 무사히 졸업하기를 바라고 있다.","스토리, 판타지",전체연령가
711422,삼국지톡,https://comic.naver.com/webtoon/list?titleId=711422,https://shared-comic.pstatic.net/thumb/webtoon/711422/thumbnail/thumbnail_IMAG10_4873773c-d8f0-430e-85d2-995f395b571f.jpg,무적핑크 / 이리,"""유비, 조조, 손권 등 영웅들이 활약하던 후한, 그 난세에 핸드폰이 있었다면?메신저로 소통하고, 개인 방송으로 군사를 모집한다! 이제껏 보지 못한 완전히 새로운 삼국지!""","에피소드, 시대극",12세 이용가
